Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,StoneArea,TotalSF,BuiltEqualRemod,Pool,TotalBath,TotalRoomsAboveGrade,TotalPorchSF,TotalOverallGrade,ConditionsScore,LotDepth,AreaLivRatio,GLQBsmtArea
2219,50,C (all),52.0,5150,Pave,None,3,Lvl,Corner,2,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,1,3,1,1,0.0,1,0.0,356.0,356.0,GasA,2,N,FuseA,671,378,0,1049,0.0,0.0,1,0,2,1,2,5,Typ,0,1,Detchd,1910.0,1,1.0,195.0,0,2,0,0,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,0.0,1405.0,0,0,1.0,6.0,0,11,1,99.03846153846153,5.946882217090069,0.0
2220,70,C (all),60.0,9000,Grvl,None,3,Bnk,Inside,2,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,Stone,2,2,2,1,0.0,1,0.0,592.0,592.0,GasA,4,Y,SBrkr,432,432,0,864,0.0,0.0,1,1,3,1,1,5,Min2,0,1,Detchd,1920.0,1,1.0,216.0,2,2,0,0,30,160,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,1456.0,0,0,1.5,6.5,190,10,3,150.0,13.88888888888889,0.0
2221,120,RM,44.0,3843,Pave,None,2,HLS,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,2,PConc,5,3,4,6,1476.0,1,0.0,120.0,1596.0,GasA,4,Y,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,4,5,Typ,1,4,Attchd,2007.0,3,2.0,525.0,3,3,2,162,53,0,153,0,0,None,None,None,0,8,2008,New,Partial,186.0,3244.0,0,0,3.5,7.0,368,13,3,87.3409090909091,1.7685227795674183,0.0
2222,120,RM,44.0,3811,Pave,None,2,HLS,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,3,2,PConc,5,3,4,6,1474.0,1,0.0,120.0,1594.0,GasA,4,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,Typ,1,4,Attchd,2004.0,3,2.0,482.0,3,3,2,128,53,0,0,155,0,None,None,None,0,7,2008,WD,Normal,174.0,3240.0,0,0,3.5,7.0,336,12,3,86.61363636363636,1.7908834586466165,0.0
2223,20,RL,74.0,23730,Pave,None,1,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,3,2,PConc,5,3,2,6,700.0,1,0.0,1140.0,1840.0,GasA,4,Y,SBrkr,2032,0,0,2032,1.0,0.0,3,0,3,1,3,7,Typ,0,1,Attchd,1996.0,3,3.0,786.0,3,3,2,0,46,192,0,0,0,None,None,None,0,9,2008,WD,Normal,0.0,3872.0,0,0,4.0,10.0,238,12,3,320.6756756756757,8.420865862313697,0.0
2224,60,RL,74.0,11050,Pave,None,3,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,2,1,0.0,1,0.0,910.0,910.0,GasA,4,Y,SBrkr,910,910,0,1820,0.0,0.0,2,1,3,1,3,8,Typ,1,3,Attchd,1996.0,1,3.0,816.0,3,3,2,318,32,0,0,0,0,None,None,None,0,9,2008,WD,Normal,0.0,2730.0,0,0,2.5,10.5,350,12,3,149.32432432432432,6.402085747392816,0.0
2225,90,RL,76.0,10260,Pave,None,3,Lvl,Inside,2,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,1,1,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,2,8,Typ,0,1,Attchd,1976.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Abnorml,0.0,1872.0,1,0,3.0,11.0,0,9,3,135.0,7.225352112676056,0.0
2226,20,RL,74.0,9990,Pave,None,3,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,1,5,1383.0,1,0.0,297.0,1680.0,GasA,3,Y,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,2,6,Typ,1,3,Attchd,1991.0,1,2.0,432.0,3,3,2,428,120,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,3369.0,1,0,3.0,8.0,548,9,3,135.0,4.71004243281471,0.0
2227,120,RL,42.0,4084,Pave,None,2,Lvl,Inside,2,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,3,2,CBlock,4,3,3,6,893.0,1,0.0,384.0,1277.0,GasA,3,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,2,1,3,6,Typ,1,3,Attchd,1986.0,3,2.0,512.0,3,3,2,240,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,2778.0,1,0,3.0,8.0,240,13,3,97.23809523809524,2.0288127173373076,0.0
2228,20,RL,74.0,11563,Pave,None,2,HLS,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258.0,3,2,PConc,5,3,4,6,1036.0,1,0.0,482.0,1518.0,GasA,4,Y,SBrkr,1537,0,0,1537,1.0,0.0,2,0,3,1,3,8,Typ,0,1,Attchd,2007.0,3,3.0,788.0,3,3,2,0,26,0,0,0,0,None,None,None,0,4,2008,WD,Normal,258.0,3055.0,0,0,3.0,10.0,26,13,3,156.25675675675674,4.973333333333334,0.0
2229,60,RL,107.0,12852,Pave,None,2,HLS,Corner,2,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,770.0,1,0.0,150.0,920.0,GasA,4,Y,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,3,6,Typ,1,4,Attchd,2007.0,3,2.0,612.0,3,3,2,0,192,0,0,0,0,None,None,None,0,1,2008,New,Partial,0.0,2700.0,1,0,3.5,8.5,192,13,3,120.11214953271028,8.389033942558747,0.0
2230,80,RL,73.0,9802,Pave,None,3,Lvl,Inside,2,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,352.0,352.0,GasA,3,Y,SBrkr,712,730,0,1442,0.0,0.0,2,1,3,1,2,6,Typ,0,1,BuiltIn,2007.0,3,2.0,400.0,3,3,2,100,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,0.0,1794.0,0,0,2.5,8.5,100,10,3,134.27397260273972,8.81474820143885,0.0
2231,60,RL,81.0,12018,Pave,None,2,HLS,Corner,2,Timber,Norm,Norm,1Fam,2Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,3,2,PConc,4,3,3,1,0.0,1,0.0,796.0,796.0,GasA,4,Y,SBrkr,796,816,0,1612,0.0,0.0,2,1,3,1,3,6,Typ,0,1,Attchd,2008.0,3,3.0,666.0,3,3,2,0,64,0,0,0,0,None,None,None,0,10,2008,New,Partial,60.0,2408.0,1,0,2.5,8.5,64,12,3,148.37037037037038,8.220246238030096,0.0
2232,20,RL,75.0,12890,Pave,None,2,Lvl,Inside,2,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128.0,2,2,CBlock,4,3,1,1,0.0,1,0.0,1495.0,1495.0,GasA,4,Y,SBrkr,1495,0,0,1495,0.0,0.0,2,0,3,1,2,8,Typ,1,3,Attchd,1989.0,1,2.0,438.0,3,3,2,252,0,192,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,2990.0,1,0,2.0,10.0,444,11,3,171.86666666666667,6.668391101914123,0.0
2233,20,RL,93.0,18265,Pave,None,3,Lvl,Corner,2,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,3,3,CBlock,4,4,3,6,920.0,3,60.0,276.0,1256.0,GasA,4,Y,SBrkr,1256,0,0,1256,0.0,0.0,2,0,3,1,3,6,Typ,1,2,Attchd,1986.0,1,2.0,578.0,3,3,2,282,0,0,0,0,0,None,None,None,0,3,2008,WD,Normal,0.0,2512.0,1,0,2.0,8.0,282,11,3,196.3978494623656,9.959105779716467,0.0
2234,20,RL,82.0,11202,Pave,None,2,Lvl,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206.0,3,2,PConc,5,3,3,6,1029.0,1,0.0,403.0,1432.0,GasA,4,Y,SBrkr,1440,0,0,1440,1.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,2003.0,3,2.0,467.0,3,3,2,185,95,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,2872.0,1,0,3.0,9.0,280,13,3,136.609756097561,5.874147876245412,0.0
2235,20,RL,82.0,7915,Pave,None,2,Lvl,Inside,2,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,2,6,1223.0,1,0.0,443.0,1666.0,GasA,4,Y,SBrkr,1675,0,0,1675,1.0,0.0,2,0,3,1,3,6,Typ,0,1,Attchd,1999.0,2,2.0,435.0,3,3,2,165,52,0,0,0,0,None,None,None,0,12,2008,WD,Normal,0.0,3341.0,0,0,3.0,8.0,217,11,3,96.52439024390245,3.751184834123223,0.0
2236,20,RL,79.0,11449,Pave,None,2,HLS,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,1011.0,1,0.0,873.0,1884.0,GasA,4,Y,SBrkr,1728,0,0,1728,1.0,0.0,2,0,3,1,3,7,Typ,1,4,Attchd,2007.0,3,2.0,520.0,3,3,2,0,276,0,0,0,0,None,None,None,0,1,2008,WD,Normal,0.0,3612.0,1,0,3.0,9.0,276,13,3,144.9240506329114,5.092971530249111,0.0
2237,20,RL,85.0,11447,Pave,None,2,Lvl,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,3,2,PConc,5,3,3,6,1571.0,1,0.0,393.0,1964.0,GasA,4,Y,SBrkr,1964,0,0,1964,1.0,0.0,2,1,3,1,3,7,Typ,1,4,Attchd,2005.0,3,3.0,892.0,3,3,2,0,265,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,3928.0,0,0,3.5,9.5,265,13,3,134.6705882352941,4.008053221288516,0.0
2238,90,RM,97.0,8940,Pave,None,2,Lvl,Corner,2,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,2,3,PConc,4,4,4,6,1309.0,1,0.0,35.0,1344.0,GasA,4,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,2,8,Typ,0,1,Attchd,1997.0,3,4.0,784.0,3,3,2,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Alloca,0.0,2688.0,0,0,4.0,10.0,0,12,3,92.16494845360825,4.201127819548872,0.0
2239,20,RL,77.0,9278,Pave,None,3,Lvl,FR2,2,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,1092.0,1092.0,GasA,4,Y,SBrkr,1092,0,0,1092,0.0,0.0,1,0,2,1,2,5,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,0,52,0,0,0,0,None,None,None,0,2,2008,WD,Abnorml,0.0,2184.0,0,0,1.0,6.0,52,10,0,120.49350649350649,8.496336996336996,0.0
2240,120,RM,32.0,4500,Pave,None,3,Lvl,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,2,2,PConc,5,3,1,6,864.0,1,0.0,325.0,1189.0,GasA,4,Y,SBrkr,1189,0,0,1189,1.0,0.0,2,0,2,1,2,4,Typ,0,1,Attchd,1997.0,2,2.0,392.0,3,3,2,0,122,0,0,0,0,None,None,None,0,4,2008,WD,Normal,0.0,2378.0,1,0,3.0,6.0,122,11,3,140.625,2.846299810246679,0.0
2241,85,RL,150.0,14137,Pave,None,3,Lvl,Corner,2,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,2,2,CBlock,4,3,3,5,865.0,2,247.0,88.0,1200.0,GasA,3,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,0,3,1,2,6,Typ,0,1,2Types,1964.0,3,3.0,850.0,3,3,2,0,119,0,0,171,0,None,None,None,0,11,2008,ConLD,Normal,0.0,2400.0,1,0,2.0,7.0,290,9,3,94.24666666666667,6.89609756097561,0.0
2242,120,RM,21.0,4224,Pave,None,3,Lvl,Inside,2,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,PConc,4,3,1,6,769.0,1,0.0,271.0,1040.0,GasA,3,Y,SBrkr,1040,0,0,1040,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1975.0,1,2.0,499.0,3,3,2,0,100,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,2080.0,1,0,1.0,7.0,100,11,3,201.14285714285714,2.7446393762183234,0.0
2243,160,RM,41.0,2665,Pave,None,3,Lvl,Inside,2,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,PConc,4,3,1,5,318.0,1,0.0,232.0,550.0,GasA,2,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,2,6,Typ,1,3,Attchd,1976.0,1,1.0,336.0,3,3,2,92,26,0,0,0,0,None,None,None,0,5,2008,WD,Normal,0.0,2025.0,1,0,2.0,8.0,118,12,3,65.0,2.11340206185567,0.0
2244,180,RM,21.0,1974,Pave,None,3,Lvl,Inside,2,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,3,CBlock,4,3,3,6,501.0,1,0.0,25.0,526.0,GasA,3,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,2,5,Typ,0,1,BuiltIn,1973.0,2,1.0,297.0,3,3,2,120,101,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,1514.0,0,0,2.0,6.0,221,11,3,94.0,2.3985419198055893,0.0
2245,180,RM,21.0,1596,Pave,None,3,Lvl,Inside,2,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,3,4,6,437.0,1,0.0,25.0,462.0,GasA,2,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,1,1,2,4,Typ,1,0,BuiltIn,1973.0,2,1.0,297.0,3,3,2,0,101,0,120,0,0,None,GdWo,None,0,7,2008,WD,Normal,0.0,1450.0,1,0,2.0,5.0,221,10,3,76.0,1.9392466585662211,0.0
2246,20,RL,74.0,17979,Pave,None,2,Lvl,Corner,2,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,2,3,CBlock,3,3,1,5,785.0,1,0.0,328.0,1113.0,GasA,4,Y,SBrkr,1160,0,0,1160,1.0,0.0,1,0,3,1,3,6,Typ,0,1,Attchd,1968.0,1,1.0,257.0,3,3,2,81,0,0,0,0,0,None,GdWo,Shed,500,2,2008,WD,Normal,0.0,2273.0,1,0,2.0,7.0,81,11,3,242.95945945945945,12.688073394495413,0.0
2247,160,RM,21.0,1477,Pave,None,3,Lvl,Inside,2,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,3,CBlock,3,3,1,6,358.0,1,0.0,188.0,546.0,GasA,4,Y,SBrkr,546,546,0,1092,0.0,0.0,2,1,3,1,2,6,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,187,0,0,0,0,0,None,None,None,0,3,2008,WD,Normal,0.0,1638.0,0,0,2.5,8.5,187,15,3,70.33333333333333,2.7051282051282053,0.0
2248,20,RL,59.0,6490,Pave,None,3,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,6,534.0,1,0.0,282.0,816.0,GasA,4,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,2,1,2,4,Typ,0,1,Attchd,1983.0,1,1.0,264.0,3,3,2,315,0,0,0,0,0,None,GdWo,None,0,4,2008,WD,Normal,0.0,1632.0,1,0,1.5,5.0,315,12,3,110.0,6.0092592592592595,0.0
2249,20,RL,60.0,6600,Pave,None,3,Lvl,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,1,6,638.0,1,0.0,207.0,845.0,GasA,3,Y,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,3,6,Typ,0,1,Attchd,1982.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,1690.0,0,0,1.0,7.0,0,11,3,110.0,5.951307484220018,0.0
2250,20,RL,74.0,12395,Pave,None,3,Lvl,Corner,2,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,1,5,647.0,1,0.0,217.0,864.0,GasA,2,Y,SBrkr,889,0,0,889,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1984.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,0.0,1753.0,1,0,1.0,7.0,0,11,3,167.5,9.027676620538966,0.0
2251,70,RL,60.0,56600,Pave,None,2,Low,Inside,2,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,686.0,686.0,GasA,4,Y,SBrkr,1150,686,0,1836,0.0,0.0,2,0,4,1,2,7,Maj1,0,1,Detchd,1900.0,1,1.0,288.0,3,2,0,0,0,0,0,0,0,None,None,None,0,1,2008,WD,Normal,0.0,2522.0,0,0,2.0,9.0,0,6,3,943.3333333333334,39.360222531293466,0.0
2252,20,RL,85.0,10667,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,2,2,CBlock,3,3,1,4,838.0,1,0.0,749.0,1587.0,GasA,2,Y,SBrkr,1587,0,0,1587,0.0,0.0,2,0,3,1,2,7,Typ,1,4,Attchd,1971.0,1,2.0,525.0,3,3,2,0,44,0,0,0,0,None,None,None,0,3,2007,WD,Normal,0.0,3174.0,1,0,2.0,9.0,44,12,3,125.49411764705883,5.050662878787879,0.0
2253,80,RL,56.0,8872,Pave,None,2,HLS,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,3,Y,SBrkr,754,630,0,1384,0.0,0.0,2,1,3,1,2,7,Typ,1,3,BuiltIn,1997.0,3,2.0,390.0,3,3,2,0,0,0,0,0,0,None,None,None,0,3,2007,WD,Normal,0.0,1768.0,1,0,2.5,9.5,0,11,3,158.42857142857142,7.755244755244755,0.0
2254,80,RL,64.0,10147,Pave,None,2,Lvl,CulDSac,2,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,2,2,PConc,4,3,1,2,186.0,1,0.0,206.0,392.0,GasA,3,Y,SBrkr,924,770,0,1694,0.0,0.0,2,1,3,1,2,7,Typ,1,3,BuiltIn,1994.0,3,2.0,398.0,3,3,2,256,64,0,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,0.0,2086.0,1,0,2.5,9.5,320,11,3,158.546875,7.6754916792738275,0.0
2255,60,RL,64.0,8637,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,5,871.0,1,0.0,52.0,923.0,GasA,3,Y,SBrkr,947,767,0,1714,1.0,0.0,2,1,3,1,2,7,Typ,1,3,Attchd,2000.0,3,2.0,451.0,3,3,2,256,48,0,0,0,0,None,None,None,0,4,2007,WD,Abnorml,0.0,2637.0,0,0,3.5,9.5,304,11,3,134.953125,6.1781115879828326,0.0
2256,60,RL,63.0,7875,Pave,None,3,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,4,3,1,3,414.0,1,0.0,277.0,691.0,GasA,3,Y,SBrkr,691,862,0,1553,0.0,0.0,2,1,3,1,3,6,Typ,0,1,Attchd,1996.0,3,2.0,420.0,3,3,2,0,44,0,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,2244.0,1,0,2.5,8.5,44,12,3,125.0,7.088208820882088,0.0
2257,60,RL,60.0,7500,Pave,None,3,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,938.0,938.0,GasA,4,Y,SBrkr,957,1342,0,2299,0.0,0.0,3,1,5,1,2,7,Typ,1,3,Attchd,1999.0,3,2.0,482.0,3,3,2,188,30,0,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,3237.0,0,0,3.5,10.5,218,11,3,125.0,5.211952744961779,0.0
2258,20,RL,64.0,9556,Pave,None,2,Lvl,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,2,2,PConc,4,3,1,1,0.0,1,0.0,1168.0,1168.0,GasA,3,Y,SBrkr,1187,0,0,1187,0.0,0.0,2,0,3,1,3,6,Typ,0,1,Attchd,1992.0,2,2.0,420.0,3,3,2,0,21,0,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,2355.0,0,0,2.0,8.0,21,12,3,149.3125,5.946484131922838,0.0
2259,60,RL,64.0,7655,Pave,None,2,Lvl,CulDSac,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,903.0,903.0,GasA,3,Y,SBrkr,910,732,0,1642,0.0,0.0,2,1,3,1,2,7,Typ,1,3,Attchd,1993.0,2,2.0,392.0,3,3,2,290,84,0,0,0,0,None,None,None,0,7,2007,WD,Normal,0.0,2545.0,0,0,2.5,9.5,374,11,3,119.609375,5.879416282642089,0.0
2260,20,RL,160.0,18160,Grvl,None,3,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkCmn,138.0,2,2,CBlock,3,3,3,4,550.0,1,0.0,752.0,1302.0,GasA,1,Y,SBrkr,1128,0,0,1128,1.0,0.0,1,0,3,1,2,6,Typ,1,3,Attchd,1964.0,1,2.0,480.0,3,3,1,0,108,246,0,0,0,None,MnPrv,None,0,3,2007,WD,Alloca,0.0,2430.0,1,0,2.0,7.0,354,12,3,113.5,11.293532338308458,0.0
2261,120,RL,38.0,4740,Pave,None,2,Lvl,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,CBlock,4,3,4,6,248.0,1,0.0,918.0,1166.0,GasA,3,Y,SBrkr,1179,0,0,1179,1.0,0.0,2,0,2,1,2,5,Typ,0,1,Attchd,1988.0,2,2.0,480.0,3,3,2,0,108,0,0,135,0,None,None,None,0,10,2007,WD,Normal,0.0,2345.0,1,0,3.0,7.0,243,13,3,124.73684210526316,2.857142857142857,0.0
2262,120,RL,35.0,5118,Pave,None,2,HLS,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,4,3,4,6,926.0,1,0.0,386.0,1312.0,GasA,3,Y,SBrkr,1321,0,0,1321,1.0,0.0,1,0,1,1,3,4,Typ,1,3,Attchd,1990.0,2,2.0,484.0,3,3,2,0,64,140,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,2633.0,1,0,2.0,5.0,204,13,3,146.22857142857143,2.835457063711911,0.0
2263,60,RL,98.0,12328,Pave,None,2,Lvl,Inside,2,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,3,2,PConc,5,3,2,6,986.0,1,0.0,163.0,1149.0,GasA,4,Y,SBrkr,1164,1377,0,2541,1.0,0.0,3,1,4,1,4,10,Typ,1,4,BuiltIn,2005.0,3,3.0,729.0,3,3,2,120,32,0,0,0,0,None,None,None,0,7,2007,WD,Normal,146.0,3690.0,1,0,4.5,13.5,152,13,3,125.79591836734694,6.512414157422081,0.0
2264,20,RL,52.0,51974,Pave,None,2,Lvl,CulDSac,2,StoneBr,PosN,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,710.0,4,2,PConc,5,3,3,6,1101.0,1,0.0,1559.0,2660.0,GasA,4,Y,SBrkr,2338,0,0,2338,1.0,0.0,2,1,4,1,3,8,Typ,2,4,Attchd,2005.0,3,3.0,1110.0,4,3,2,0,135,0,0,322,0,None,None,None,0,6,2007,New,Partial,0.0,4998.0,0,0,3.5,10.5,457,14,4,999.5,15.073665893271462,0.0
